4.750712,5.17458,2.2467241,9.780002,5
10.107815,6.1322403,8.881057,4.875108,0
0.60199755,11.554376,4.4410954,2.4254005,4
-1.3296927,1.0324714,6.87031,6.7151694,1
-0.13236517,9.644979,5.763856,4.717508,9
3.6315396,3.5056782,10.520622,7.050344,2
0.73014283,1.4075903,5.2039795,1.8131866,1
4.550076,5.5580397,5.2507443,11.660127,3
0.42141834,1.4696503,5.8524632,1.9329542,1
-1.6975224,9.738703,4.031564,3.3303044,4
5.3535466,5.3826976,5.027657,10.901831,3
3.8847523,3.8768654,0.76256716,10.23988,5
4.8329678,6.887502,4.5504303,10.787585,3
7.6104484,5.3834376,0.0711756,4.3671284,6
0.98310846,0.9352196,5.964925,2.2275846,1
-1.0850303,8.380724,8.17115,5.7326665,7
4.0560865,3.5255954,9.721329,7.1365952,2
0.67095166,5.562973,4.266273,10.131303,8
6.7370777,5.5583177,0.54675174,5.2678223,6
-1.0264609,8.4597025,6.441397,5.1725445,9
1.0677522,11.724768,4.566701,2.3434727,4
10.061569,6.225678,9.126374,4.685098,0
-1.1192251,8.92703,5.7391844,4.8888845,9
-1.3433956,1.0480655,6.889528,6.7480783,1
-0.14342901,1.1029487,5.827668,3.3526134,1
2.505078,3.2571697,9.382173,7.946973,2
-0.09022111,9.86271,5.3154306,3.0298777,4
4.694718,6.118055,4.9798265,11.454416,3
-0.12273296,7.6283817,8.684893,5.826732,2
-1.2748652,7.914478,7.8720007,6.1280994,7
5.004511,7.155579,4.2731028,10.546028,3
0.37127972,5.385729,4.01208,10.296002,8
6.866923,5.8623767,0.32294747,4.3079157,6
-1.1226104,8.368527,6.7206383,5.4675016,9
9.377763,5.6293087,8.384135,5.501805,0
4.272279,4.007179,1.0615251,10.3334875,5
6.6606126,5.3104653,0.45046222,4.943331,6
9.446776,5.7431145,8.562698,5.342736,0
0.90246004,8.452802,8.2915125,4.3640065,7
7.1881337,5.4648466,0.108109646,4.4821477,6
-0.19177723,1.3263187,6.3190594,3.0947516,1
1.3504616,5.9282694,4.3449965,10.094592,8
0.43883795,8.345658,7.9939156,4.4725723,7
-0.8635716,8.522098,6.355406,5.0993905,9
4.414339,6.3721986,5.3158197,10.177375,3
-0.25052705,9.621603,5.9165063,5.009691,9
1.9654894,6.6616497,4.2920284,9.743281,8
4.203433,4.642894,1.2239407,9.759836,5
4.1412215,6.261945,4.833354,9.911538,9
4.709039,5.7174625,5.212064,11.298992,3
5.6573296,5.862665,4.4285555,10.783479,3
10.706366,6.527552,8.5438385,4.521799,0
0.28449863,9.186229,9.055988,4.944096,7
-1.2404971,9.167991,4.8156276,3.3948488,4
-0.06398454,9.621293,6.094757,5.024838,9
0.8820298,6.350404,4.1936374,9.95351,8
10.863684,6.750292,7.7942047,4.32568,0
-1.0240167,8.941985,6.0413,5.2071867,9
0.56536627,10.914497,4.93135,2.3513381,4
-1.5314732,0.3800962,6.756736,6.584664,1
0.98708344,11.911661,4.308852,2.6272218,4
-1.6877816,9.273561,4.3760247,3.310348,4
6.753736,5.182355,0.5729025,5.592298,6
10.2361555,6.1013417,8.863278,4.780414,0
-0.09952409,11.101428,4.0456867,2.9496567,4
3.7361946,3.9078164,0.67510897,10.149693,5
7.155661,5.1092286,0.24340516,5.278201,6
-0.32712644,0.56720513,6.687626,4.9788256,1
11.09261,7.126201,7.988178,3.6982114,0
9.82019,5.9965634,7.688182,5.3022547,0
0.38997602,1.2226759,5.717307,2.9510133,1
-1.254572,8.319704,8.092469,5.9506493,7
0.61594653,0.59059936,6.150892,2.9302614,1
7.1752067,5.3752856,0.021801706,4.892996,6
4.857161,6.1670504,4.909593,10.422756,3
9.857016,5.866903,8.489697,5.290228,0
2.3673453,3.3161633,8.88721,7.6096416,2
-0.9589421,0.89282626,6.714917,5.970655,1
-0.98764277,0.3948232,6.368309,5.7665696,1
-1.291827,8.0623255,7.9167905,6.0548487,7
10.114846,6.1518984,7.312286,5.334862,9
9.788433,5.7967277,8.450791,5.34458,0
4.365279,3.6579175,9.896136,7.1179385,2
7.5899644,5.273881,0.12339479,4.587118,6
0.53704095,8.52041,8.750784,4.8119764,7
1.3566093,5.8052387,4.2799397,10.261299,8
4.8259673,6.9959483,4.253195,10.23137,3
-0.92057705,9.324547,5.8795204,5.57535,9
10.855359,6.7056637,7.7340717,4.390236,0
-1.5836223,10.25724,3.9136527,3.1455216,4
7.497272,5.2099566,0.3179616,4.5577683,6
-1.031716,8.691449,8.502753,5.789143,7
0.635972,10.863038,4.717949,2.7535684,4
7.261563,5.4053383,0.22370681,4.9646993,6
0.9204844,6.2322373,4.289141,9.798575,8
9.688413,5.931799,8.234557,5.344164,0
-0.13187212,8.274012,8.229129,4.798244,7
0.86607563,6.02071,4.1596127,10.199482,8
4.7873125,6.1406426,4.9076495,10.461751,3
-1.173737,0.99145347,6.8805814,5.781604,1
4.064447,5.2549286,1.6183431,9.21321,5
